Timestamp,Violation Type
2025-04-23 10:57:21,No Jacket Detected!
2025-04-23 10:57:21,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:22,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:23,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:24,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:25,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:26,No Jacket Detected!
2025-04-23 10:57:27,No Jacket Detected!
2025-04-23 10:57:27,No Jacket Detected!
2025-04-23 10:57:27,No Jacket Detected!
2025-04-23 10:57:27,No Jacket Detected!
2025-04-23 10:57:27,No Jacket Detected!
2025-04-23 10:57:27,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:28,No Jacket Detected!
2025-04-23 10:57:29,No Jacket Detected!
2025-04-23 10:57:29,No Jacket Detected!
2025-04-23 10:57:29,No Jacket Detected!
2025-04-23 10:57:29,No Jacket Detected!
2025-04-23 10:57:30,No Jacket Detected!
2025-04-23 10:57:30,No Jacket Detected!
2025-04-23 10:57:30,No Jacket Detected!
2025-04-23 10:57:30,No Jacket Detected!
2025-04-23 10:57:30,No Jacket Detected!
2025-04-23 10:57:30,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:31,No Jacket Detected!
2025-04-23 10:57:32,No Jacket Detected!
2025-04-23 10:57:32,No Jacket Detected!
2025-04-23 10:57:32,No Jacket Detected!
2025-04-23 10:57:32,No Jacket Detected!
2025-04-23 10:57:32,No Jacket Detected!
2025-04-23 10:57:32,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:33,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:34,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:35,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:36,No Jacket Detected!
2025-04-23 10:57:37,No Jacket Detected!
2025-04-23 10:57:37,No Jacket Detected!
2025-04-23 10:57:37,No Jacket Detected!
2025-04-23 10:57:37,No Jacket Detected!
2025-04-23 10:57:37,No Jacket Detected!
2025-04-23 10:57:48,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:49,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:50,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:51,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:52,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:53,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:54,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:55,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:56,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:57,No Helmet & Jacket Detected!
2025-04-23 10:57:58,No Helmet & Jacket Detected!
2025-04-23 10:57:58,No Helmet & Jacket Detected!
2025-04-23 10:57:58,No Jacket Detected!
2025-04-23 10:57:58,No Helmet & Jacket Detected!
2025-04-23 10:57:58,No Helmet & Jacket Detected!
2025-04-23 10:57:58,No Helmet & Jacket Detected!
2025-04-23 10:57:58,No Helmet & Jacket Detected!
2025-04-23 10:57:59,No Helmet & Jacket Detected!
2025-04-23 10:57:59,No Helmet & Jacket Detected!
2025-04-23 10:57:59,No Jacket Detected!
2025-04-23 10:57:59,No Jacket Detected!
2025-04-23 10:57:59,No Jacket Detected!
2025-04-23 10:57:59,No Jacket Detected!
2025-04-23 10:57:59,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:00,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:01,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:02,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:03,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:04,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:05,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:06,No Jacket Detected!
2025-04-23 10:58:07,No Jacket Detected!
2025-04-23 10:58:07,No Jacket Detected!
2025-04-23 10:58:07,No Jacket Detected!
2025-04-23 10:58:07,No Jacket Detected!
2025-04-23 10:58:07,No Jacket Detected!
2025-04-23 10:58:07,No Jacket Detected!
2025-04-23 10:58:08,No Jacket Detected!
2025-04-23 10:58:08,No Jacket Detected!
2025-04-23 10:58:08,No Jacket Detected!
2025-04-23 10:58:08,No Jacket Detected!
2025-04-23 10:58:08,No Jacket Detected!
2025-04-23 10:58:08,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:09,No Jacket Detected!
2025-04-23 10:58:10,No Jacket Detected!
2025-04-23 10:58:10,No Jacket Detected!
2025-04-23 10:58:10,No Jacket Detected!
2025-04-23 10:58:10,No Jacket Detected!
2025-04-23 10:58:10,No Jacket Detected!
2025-04-23 10:58:10,No Jacket Detected!
2025-04-23 10:58:11,No Jacket Detected!
2025-04-23 10:58:11,No Jacket Detected!
2025-04-23 10:58:11,No Jacket Detected!
2025-04-23 10:58:11,No Jacket Detected!
2025-04-23 10:58:11,No Jacket Detected!
2025-04-23 10:58:11,No Jacket Detected!
2025-04-23 10:58:12,No Jacket Detected!
2025-04-23 10:58:12,No Jacket Detected!
2025-04-23 10:58:12,No Jacket Detected!
2025-04-23 10:58:12,No Jacket Detected!
2025-04-23 10:58:12,No Jacket Detected!
2025-04-23 10:58:12,No Jacket Detected!
2025-04-23 10:58:13,No Jacket Detected!
2025-04-23 10:58:13,No Jacket Detected!
2025-04-23 10:58:13,No Jacket Detected!
2025-04-23 10:58:13,No Jacket Detected!
2025-04-23 10:58:13,No Jacket Detected!
2025-04-23 10:58:13,No Jacket Detected!
2025-04-23 10:58:14,No Jacket Detected!
2025-04-23 10:58:14,No Jacket Detected!
2025-04-23 10:58:14,No Jacket Detected!
2025-04-23 10:58:14,No Jacket Detected!
2025-04-23 10:58:14,No Jacket Detected!
2025-04-23 10:58:14,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:15,No Jacket Detected!
2025-04-23 10:58:16,No Jacket Detected!
2025-04-23 10:58:16,No Jacket Detected!
2025-04-23 10:58:16,No Jacket Detected!
2025-04-23 10:58:16,No Jacket Detected!
2025-04-23 10:58:16,No Jacket Detected!
2025-04-23 10:58:16,No Jacket Detected!
2025-04-23 10:58:17,No Jacket Detected!
2025-04-23 10:58:17,No Jacket Detected!
2025-04-23 10:58:17,No Jacket Detected!
2025-04-23 10:58:17,No Jacket Detected!
2025-04-23 10:58:17,No Jacket Detected!
2025-04-23 10:58:17,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:18,No Jacket Detected!
2025-04-23 10:58:19,No Jacket Detected!
2025-04-23 10:58:19,No Jacket Detected!
2025-04-23 10:58:19,No Jacket Detected!
2025-04-23 10:58:19,No Jacket Detected!
2025-04-23 10:58:19,No Jacket Detected!
2025-04-23 10:58:19,No Jacket Detected!
2025-04-23 10:58:20,No Jacket Detected!
2025-04-23 10:58:20,No Helmet & Jacket Detected!
2025-04-23 10:58:20,No Helmet & Jacket Detected!
2025-04-23 10:58:20,No Helmet & Jacket Detected!
2025-04-23 10:58:20,No Jacket Detected!
2025-04-23 10:58:20,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:21,No Jacket Detected!
2025-04-23 10:58:22,No Jacket Detected!
2025-04-23 10:58:22,No Jacket Detected!
2025-04-23 10:58:22,No Helmet & Jacket Detected!
2025-04-23 10:58:22,No Jacket Detected!
2025-04-23 10:58:22,No Helmet & Jacket Detected!
2025-04-23 10:58:22,No Helmet & Jacket Detected!
2025-04-23 10:58:23,No Helmet & Jacket Detected!
2025-04-23 10:58:23,No Helmet & Jacket Detected!
2025-04-23 10:58:23,No Helmet & Jacket Detected!
2025-04-23 10:58:23,No Jacket Detected!
2025-04-23 10:58:23,No Jacket Detected!
2025-04-23 10:58:23,No Jacket Detected!
2025-04-23 10:58:24,No Jacket Detected!
2025-04-23 10:58:24,No Jacket Detected!
2025-04-23 10:58:24,No Jacket Detected!
2025-04-23 10:58:24,No Jacket Detected!
2025-04-23 10:58:24,No Jacket Detected!
2025-04-23 10:58:24,No Helmet & Jacket Detected!
2025-04-23 10:58:25,No Helmet & Jacket Detected!
2025-04-23 10:58:25,No Helmet & Jacket Detected!
2025-04-23 10:58:25,No Helmet & Jacket Detected!
2025-04-23 10:58:25,No Helmet & Jacket Detected!
2025-04-23 10:58:25,No Helmet & Jacket Detected!
2025-04-23 10:58:25,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:26,No Jacket Detected!
2025-04-23 10:58:27,No Jacket Detected!
2025-04-23 10:58:27,No Jacket Detected!
2025-04-23 10:58:27,No Jacket Detected!
2025-04-23 10:58:27,No Jacket Detected!
2025-04-23 10:58:27,No Jacket Detected!
2025-04-23 10:58:27,No Jacket Detected!
2025-04-23 10:58:28,No Jacket Detected!
2025-04-23 10:58:28,No Jacket Detected!
2025-04-23 10:58:28,No Jacket Detected!
2025-04-23 10:58:28,No Jacket Detected!
2025-04-23 10:58:28,No Jacket Detected!
2025-04-23 10:58:28,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:29,No Jacket Detected!
2025-04-23 10:58:30,No Jacket Detected!
2025-04-23 10:58:30,No Jacket Detected!
2025-04-23 10:58:30,No Jacket Detected!
2025-04-23 10:58:30,No Jacket Detected!
2025-04-23 10:58:30,No Jacket Detected!
2025-04-23 10:58:30,No Jacket Detected!
2025-04-23 10:58:31,No Jacket Detected!
2025-04-23 10:58:31,No Jacket Detected!
2025-04-23 10:58:31,No Jacket Detected!
2025-04-23 10:58:31,No Jacket Detected!
2025-04-23 10:58:31,No Jacket Detected!
2025-04-23 10:58:31,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:32,No Jacket Detected!
2025-04-23 10:58:33,No Jacket Detected!
2025-04-23 10:58:33,No Jacket Detected!
2025-04-23 10:58:33,No Jacket Detected!
2025-04-23 10:58:33,No Jacket Detected!
2025-04-23 10:58:33,No Jacket Detected!
2025-04-23 10:58:33,No Jacket Detected!
2025-04-23 10:58:34,No Jacket Detected!
2025-04-23 10:58:34,No Jacket Detected!
2025-04-23 10:58:34,No Jacket Detected!
2025-04-23 10:58:34,No Jacket Detected!
2025-04-23 10:58:34,No Jacket Detected!
2025-04-23 10:58:34,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:35,No Jacket Detected!
2025-04-23 10:58:36,No Jacket Detected!
2025-04-23 10:58:36,No Jacket Detected!
2025-04-23 10:58:36,No Jacket Detected!
2025-04-23 10:58:36,No Jacket Detected!
2025-04-23 10:58:36,No Jacket Detected!
2025-04-23 10:58:36,No Jacket Detected!
2025-04-23 10:58:37,No Jacket Detected!
2025-04-23 10:58:37,No Jacket Detected!
2025-04-23 10:58:37,No Jacket Detected!
2025-04-23 10:58:37,No Jacket Detected!
2025-04-23 10:58:37,No Jacket Detected!
2025-04-23 10:58:37,No Jacket Detected!
2025-04-23 10:58:38,No Jacket Detected!
2025-04-23 10:58:38,No Jacket Detected!
2025-04-23 10:58:38,No Jacket Detected!
2025-04-23 10:58:38,No Jacket Detected!
2025-04-23 10:58:38,No Jacket Detected!
2025-04-23 10:58:38,No Jacket Detected!
2025-04-23 10:58:39,No Jacket Detected!
2025-04-23 10:58:39,No Jacket Detected!
2025-04-23 10:58:39,No Jacket Detected!
2025-04-23 10:58:39,No Jacket Detected!
2025-04-23 10:58:39,No Jacket Detected!
2025-04-23 10:58:39,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:40,No Jacket Detected!
2025-04-23 10:58:41,No Jacket Detected!
2025-04-23 10:58:41,No Jacket Detected!
2025-04-23 10:58:41,No Jacket Detected!
2025-04-23 10:58:41,No Jacket Detected!
2025-04-23 10:58:41,No Jacket Detected!
2025-04-23 10:58:41,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:42,No Jacket Detected!
2025-04-23 10:58:43,No Jacket Detected!
2025-04-23 10:58:43,No Jacket Detected!
2025-04-23 10:58:43,No Jacket Detected!
2025-04-23 10:58:43,No Jacket Detected!
2025-04-23 10:58:43,No Jacket Detected!
2025-04-23 10:58:43,No Jacket Detected!
2025-04-23 10:58:44,No Jacket Detected!
2025-04-23 10:58:44,No Jacket Detected!
2025-04-23 10:58:44,No Jacket Detected!
2025-04-23 10:58:44,No Jacket Detected!
2025-04-23 10:58:44,No Jacket Detected!
2025-04-23 10:58:44,No Jacket Detected!
2025-04-23 10:58:45,No Jacket Detected!
2025-04-23 10:58:45,No Jacket Detected!
2025-04-23 10:58:45,No Jacket Detected!
2025-04-23 10:58:45,No Jacket Detected!
2025-04-23 10:58:45,No Jacket Detected!
2025-04-23 10:58:45,No Jacket Detected!
2025-04-23 10:58:46,No Jacket Detected!
2025-04-23 10:58:46,No Jacket Detected!
2025-04-23 10:58:46,No Jacket Detected!
2025-04-23 10:58:46,No Jacket Detected!
2025-04-23 10:58:46,No Jacket Detected!
2025-04-23 10:58:46,No Jacket Detected!
2025-04-23 10:58:47,No Jacket Detected!
2025-04-23 10:58:47,No Jacket Detected!
2025-04-23 10:58:47,No Jacket Detected!
2025-04-23 10:58:47,No Jacket Detected!
2025-04-23 10:58:47,No Jacket Detected!
2025-04-23 10:58:47,No Helmet & Jacket Detected!
2025-04-23 10:58:47,No Helmet & Jacket Detected!
2025-04-23 10:58:59,No Helmet & Jacket Detected!
2025-04-23 10:58:59,No Helmet & Jacket Detected!
2025-04-23 10:58:59,No Helmet & Jacket Detected!
2025-04-23 10:58:59,No Jacket Detected!
2025-04-23 10:58:59,No Jacket Detected!
2025-04-23 10:59:00,No Jacket Detected!
2025-04-23 10:59:00,No Jacket Detected!
2025-04-23 10:59:00,No Helmet & Jacket Detected!
2025-04-23 10:59:00,No Helmet & Jacket Detected!
2025-04-23 10:59:00,No Jacket Detected!
2025-04-23 10:59:00,No Helmet & Jacket Detected!
2025-04-23 10:59:00,No Helmet & Jacket Detected!
2025-04-23 10:59:01,No Helmet & Jacket Detected!
2025-04-23 10:59:01,No Helmet & Jacket Detected!
2025-04-23 10:59:01,No Jacket Detected!
2025-04-23 10:59:01,No Jacket Detected!
2025-04-23 10:59:01,No Jacket Detected!
2025-04-23 10:59:01,No Helmet & Jacket Detected!
2025-04-23 10:59:01,No Jacket Detected!
2025-04-23 10:59:01,No Helmet & Jacket Detected!
2025-04-23 10:59:02,No Helmet & Jacket Detected!
2025-04-23 10:59:02,No Helmet & Jacket Detected!
2025-04-23 10:59:02,No Helmet & Jacket Detected!
2025-04-23 10:59:02,No Helmet & Jacket Detected!
2025-04-23 10:59:02,No Jacket Detected!
2025-04-23 10:59:02,No Jacket Detected!
2025-04-23 10:59:02,No Jacket Detected!
2025-04-23 10:59:03,No Jacket Detected!
2025-04-23 10:59:03,No Jacket Detected!
2025-04-23 10:59:03,No Helmet & Jacket Detected!
2025-04-23 10:59:03,No Helmet & Jacket Detected!
2025-04-23 10:59:03,No Helmet & Jacket Detected!
2025-04-23 10:59:03,No Jacket Detected!
2025-04-23 10:59:03,No Helmet & Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:04,No Jacket Detected!
2025-04-23 10:59:05,No Jacket Detected!
2025-04-23 10:59:05,No Jacket Detected!
2025-04-23 10:59:05,No Jacket Detected!
2025-04-23 10:59:05,No Jacket Detected!
2025-04-23 10:59:05,No Helmet & Jacket Detected!
2025-04-23 10:59:05,No Helmet & Jacket Detected!
2025-04-23 10:59:06,No Helmet & Jacket Detected!
2025-04-23 10:59:06,No Jacket Detected!
2025-04-23 10:59:06,No Jacket Detected!
2025-04-23 10:59:06,No Jacket Detected!
2025-04-23 10:59:06,No Jacket Detected!
2025-04-23 10:59:06,No Jacket Detected!
2025-04-23 10:59:07,No Jacket Detected!
2025-04-23 10:59:07,No Jacket Detected!
2025-04-23 10:59:07,No Jacket Detected!
2025-04-23 10:59:07,No Jacket Detected!
2025-04-23 10:59:07,No Jacket Detected!
2025-04-23 10:59:07,No Jacket Detected!
2025-04-23 10:59:08,No Jacket Detected!
2025-04-23 10:59:08,No Jacket Detected!
2025-04-23 10:59:08,No Jacket Detected!
2025-04-23 10:59:08,No Jacket Detected!
2025-04-23 10:59:08,No Jacket Detected!
2025-04-23 10:59:08,No Jacket Detected!
2025-04-23 10:59:09,No Jacket Detected!
2025-04-23 10:59:09,No Jacket Detected!
2025-04-23 10:59:09,No Jacket Detected!
2025-04-23 10:59:09,No Jacket Detected!
2025-04-23 10:59:09,No Jacket Detected!
2025-04-23 10:59:09,No Jacket Detected!
2025-04-23 10:59:10,No Jacket Detected!
2025-04-23 10:59:10,No Jacket Detected!
2025-04-23 10:59:10,No Jacket Detected!
2025-04-23 10:59:10,No Jacket Detected!
2025-04-23 10:59:10,No Jacket Detected!
2025-04-23 10:59:10,No Jacket Detected!
2025-04-23 10:59:11,No Jacket Detected!
2025-04-23 10:59:11,No Jacket Detected!
2025-04-23 10:59:11,No Jacket Detected!
2025-04-23 10:59:11,No Jacket Detected!
2025-04-23 10:59:11,No Jacket Detected!
2025-04-23 10:59:11,No Jacket Detected!
2025-04-23 10:59:12,No Jacket Detected!
2025-04-23 10:59:12,No Jacket Detected!
2025-04-23 10:59:12,No Jacket Detected!
